year_month,zipcode,total_ed_visits,ili_pne_visits,ili_pne_admissions
2021-03,10462,1783208,148544,53920
2021-03,10463,1174777,71293,23969
2021-03,10464,79921,4700,2949
2021-03,10465,700876,72800,23160
2021-03,10466,1776390,136971,29905
2021-03,10467,2967253,197166,50488
2021-03,10468,1833538,127138,35546
2021-03,10469,1449134,91707,37119
2021-03,10470,293592,21671,4223
2021-03,10471,254083,12882,5868
2021-03,10472,1728093,141814,41262
2021-03,10473,1455082,97021,34510
2021-03,10474,431978,18168,4644
2021-03,10475,748198,50430,18925
2021-03,11004,319890,24635,8167
2021-03,11101,771488,49910,11107
2021-03,11102,732897,46377,14148
2021-03,11103,476599,45231,14712
2021-03,11104,300866,20575,9978
2021-03,11105,441941,28248,11703
2021-03,11106,689156,52922,18232
2021-03,11109,33453,4144,1775
2021-03,11201,1006066,48056,17044
2021-03,11203,1984177,117456,46080
2021-03,11204,808691,95393,29474
2021-03,11205,785931,65985,16973
2021-03,11206,1962448,124417,34106
2021-03,11207,2621225,156706,48760
2021-03,11208,2258308,151966,47038
2021-03,11209,895331,102665,43328
2021-03,11210,1010410,91662,25259
2021-03,11211,1052887,86288,37055
2021-03,11212,2862174,189098,71730
2021-03,11213,1491512,92997,28263
2021-03,11214,1254591,186862,75249
2021-03,11215,672866,36277,6436
2021-03,11216,1184149,60955,11154
2021-03,11217,587975,30439,6418
2021-03,11218,1023649,87171,32809
2021-03,11219,1146437,132393,51252
2021-03,11220,1532102,159518,58706
2021-03,11221,1878769,118861,37443
2021-03,11222,410114,23343,9977
2021-03,11223,1195665,183647,47647
2021-03,11224,1227655,168626,54076
2021-03,11225,1118962,62706,15815
2021-03,11226,2211243,136066,44089
2021-03,11228,439293,50501,22904
2021-03,11229,1196985,229072,45306
2021-03,11230,1209027,169725,38314
2021-03,11231,555154,34476,7666
2021-03,11232,425801,40623,13541
2021-03,11233,1975282,120135,21785
2021-03,11234,1457926,129120,30412
2021-03,11235,1723444,299050,81798
2021-03,11236,2043654,117119,46958
2021-03,11237,1025371,77131,12913
2021-03,11238,769914,49678,8789
2021-03,11239,405754,34007,15851
2021-03,11354,651489,98266,59396
2021-03,11355,985375,142964,83406
2021-03,11356,327274,32963,10632
2021-03,11357,260258,32243,21727
2021-03,11358,273861,32816,14138
2021-03,11360,88998,9945,4082
2021-03,11361,151611,14657,8754
2021-03,11362,77034,4121,2948
2021-03,11363,30502,1756,574
2021-03,11364,177716,15899,7673
2021-03,11365,465685,39276,20542
2021-03,11366,129529,11765,6452
2021-03,11367,466492,42908,19950
2021-03,11368,2374959,191223,57423
2021-03,11369,767728,65626,23404
2021-03,11370,593623,51657,18784
2021-03,11372,1038977,93746,26993
2021-03,11373,1692289,147121,42323
2021-03,11374,579253,59352,22297
2021-03,11375,739961,64666,24101
2021-03,11377,1276763,125900,43466
2021-03,11378,428991,39461,20609
2021-03,11379,389752,59293,29372
2021-03,11385,1499659,127467,47043
2021-03,11411,480297,34744,8835
2021-03,11412,612254,28688,7032
2021-03,11413,518919,29310,8225
2021-03,11414,232812,17695,6462
2021-03,11415,252370,26960,11157
2021-03,11416,442079,42306,14164
2021-03,11417,431038,38837,8877
2021-03,11418,678350,67532,25203
2021-03,11419,821466,77516,32324
2021-03,11420,745911,69804,30537
2021-03,11421,655695,65869,26054
2021-03,11422,331006,21271,4709
2021-03,11423,527367,39387,11186
2021-03,11426,173494,12339,5279
2021-03,11427,349303,20483,8196
2021-03,11428,285893,22339,11187
2021-03,11429,516274,33477,11764
2021-03,11432,1402883,87959,31642
2021-03,11433,868463,52137,17541
2021-03,11434,1235187,82363,25871
2021-03,11435,1120967,92458,33016
2021-03,11436,379049,31622,12296
2021-03,11691,1419923,110881,33453
2021-03,11692,463349,22267,6431
2021-03,11693,193757,12965,2376
2021-03,11694,262625,18817,7679
2021-03,11697,27046,3488,576
2021-04,10001,632520,22993,8958
2021-04,10002,1208423,63740,30734
2021-04,10003,575586,11723,5013
2021-04,10004,38497,568,568
2021-04,10005,69139,3926,0
2021-04,10006,37926,1124,571
2021-04,10007,43176,1083,0
2021-04,10009,1168815,41915,12325
2021-04,10010,305655,9476,1669
2021-04,10011,559120,27269,13344
2021-04,10012,150752,6124,0
2021-04,10013,253319,10602,2787
2021-04,10014,321547,9502,2808
2021-04,10016,1247306,38393,16714
2021-04,10017,166227,5045,2817
2021-04,10018,154573,4433,566
2021-04,10019,805092,27361,12278
2021-04,10021,541755,7241,3895
2021-04,10022,277130,6176,2793
2021-04,10023,543901,28408,9492
2021-04,10024,475085,12857,7237
2021-04,10025,1402004,52510,21829
2021-04,10026,854841,37338,11680
2021-04,10027,1327057,65940,17887
2021-04,10028,397529,9481,4997
2021-04,10029,2542910,112724,38525
2021-04,10030,874591,54195,13950
2021-04,10031,1164053,55994,12336
2021-04,10032,1380946,66950,13397
2021-04,10033,862106,50874,9479
2021-04,10034,745394,38050,7870
2021-04,10035,1500653,56928,17390
2021-04,10036,502667,15456,5566
2021-04,10037,652606,32701,9485
2021-04,10038,425647,13929,2751
2021-04,10039,771701,30783,9527
2021-04,10040,682145,43381,5570
2021-04,10044,106195,3335,1675
2021-04,10065,325036,10620,6695
2021-04,10069,51014,2219,1112
2021-04,10075,595366,9107,3894
2021-04,10128,582371,15603,4457
2021-04,10280,37420,1127,0
2021-04,10282,35057,0,0
2021-04,10301,984206,63322,8890
2021-04,10302,428240,37397,3945
2021-04,10303,654553,43468,7272
2021-04,10304,953969,55975,21294
2021-04,10305,697053,60978,23489
2021-04,10306,788497,69841,24531
2021-04,10307,169524,19438,8768
2021-04,10308,345883,32574,12510
2021-04,10309,439864,35789,15948
2021-04,10310,612813,40211,4449
2021-04,10312,722570,68122,22487
2021-04,10314,1089418,100513,36210
2021-04,10451,1803110,78236,17428
2021-04,10452,2140074,92683,12299
2021-04,10453,2217572,100299,12901
2021-04,10454,1270392,61810,16757
2021-04,10455,1311262,60254,13444
2021-04,10456,3107467,121086,25766
2021-04,10457,2889788,108203,30708
2021-04,10458,2124242,111033,23490
2021-04,10459,1463765,81984,21248
2021-04,10460,1704545,97680,29714
2021-04,10461,1053631,72489,13592
2021-04,10462,1689620,92346,14657
2021-04,10463,1064775,61959,15094
2021-04,10464,80595,3917,1673
2021-04,10465,607465,36374,7905
2021-04,10466,1702508,116631,9649
2021-04,10467,2807149,165253,25399
2021-04,10468,1761241,101488,21703
2021-04,10469,1392098,78722,7783
2021-04,10470,263353,18394,3379
2021-04,10471,221288,7207,2
2021-04,10472,1663074,108067,14670
2021-04,10473,1420033,73454,12914
2021-04,10474,374671,21170,2794
2021-04,10475,720327,39076,4000
2021-04,11004,286506,12920,4497
2021-04,11101,711083,29115,5573
2021-04,11102,646915,36809,12857
2021-04,11103,437325,30805,6171
2021-04,11104,269745,16209,4490
2021-04,11105,427426,31440,8988
2021-04,11106,617467,36341,10662
2021-04,11109,34101,547,547
2021-04,11201,951384,35866,9991
2021-04,11203,1879878,98104,35092
2021-04,11204,741493,59700,22373
2021-04,11205,741969,40771,12444
2021-04,11206,1942750,98893,21794
2021-04,11207,2507966,156748,45726
2021-04,11208,2082298,130615,46385
2021-04,11209,851952,68043,30205
2021-04,11210,951643,63120,20572
2021-04,11211,971336,55765,22885
2021-04,11212,2714672,155034,56375
2021-04,11213,1532694,86434,23774
2021-04,11214,1132859,105069,42402
2021-04,11215,649083,27320,1684
2021-04,11216,1119505,52970,12817
2021-04,11217,554306,27360,5031
2021-04,11218,870013,63106,23422
2021-04,11219,1036596,69276,27955
2021-04,11220,1361762,98841,42454
2021-04,11221,1815799,82067,19605
2021-04,11222,353017,20153,8396
2021-04,11223,1078747,108882,24077
2021-04,11224,1074214,97348,31928
2021-04,11225,1003508,49950,12825
2021-04,11226,2035148,108754,31804
2021-04,11228,419409,36349,14545
2021-04,11229,996995,115028,33939
2021-04,11230,1096479,116623,28429
2021-04,11231,580962,25468,4448
2021-04,11232,417402,31955,6724
2021-04,11233,1806501,105466,26237
2021-04,11234,1299910,100575,35708
2021-04,11235,1467185,175258,46364
2021-04,11236,1877110,114781,48497
2021-04,11237,1030662,63004,11746
2021-04,11238,745196,35134,5605
2021-04,11239,366003,23380,10617
2021-04,11354,580830,68765,45868
2021-04,11355,920062,121929,69835
2021-04,11356,291675,25178,8956
2021-04,11357,256258,19536,13393
2021-04,11358,278242,24619,12407
2021-04,11360,90631,4481,3915
2021-04,11361,157104,13441,4447
2021-04,11362,73330,2247,556
2021-04,11363,17853,560,560
2021-04,11364,164061,16112,5566
2021-04,11365,424375,29054,13361
2021-04,11366,128606,6118,2239
2021-04,11367,452214,24600,11722
2021-04,11368,2183170,146831,36941
2021-04,11369,722967,50850,14595
2021-04,11370,545480,22952,6728
2021-04,11372,948694,59088,17284
2021-04,11373,1528885,99205,30166
2021-04,11374,505597,48779,19082
2021-04,11375,641005,39760,17417
2021-04,11377,1197426,83274,31354
2021-04,11378,392084,23922,7217
2021-04,11379,316529,26711,10594
2021-04,11385,1404174,101666,23504
2021-04,11411,438055,22349,7274
2021-04,11412,564883,29611,11171
2021-04,11413,484364,26258,9499
2021-04,11414,240648,16151,7786
2021-04,11415,202573,21852,10100
2021-04,11416,422789,28517,8422
2021-04,11417,414341,36249,14538
2021-04,11418,585582,40753,17301
2021-04,11419,753252,54613,19591
2021-04,11420,671968,47888,14418
2021-04,11421,621626,52521,19025
2021-04,11422,318819,17353,2816
2021-04,11423,474578,32384,9498
2021-04,11426,144486,6750,2830
2021-04,11427,343135,12311,5609
2021-04,11428,244827,10671,3357
2021-04,11429,499165,26739,6663
2021-04,11432,1223702,68169,20745
2021-04,11433,834369,46379,14553
2021-04,11434,1170139,67977,24548
2021-04,11435,1043049,67446,23477
2021-04,11436,354504,15714,8417
2021-04,11691,1349849,85411,29634
2021-04,11692,444146,20122,7829
2021-04,11693,214418,16093,5594
2021-04,11694,277307,10623,5018
2021-04,11697,29884,3897,1673
2021-05,10000,528,0,0
2021-05,10001,601786,13481,5244
2021-05,10002,1188677,32530,10555
2021-05,10003,562317,10542,1604
2021-05,10004,36821,0,0
2021-05,10005,61130,1079,537
2021-05,10006,35776,524,0
2021-05,10007,58408,1615,538
2021-05,10009,1036715,23717,4780
2021-05,10010,249781,5264,2109
2021-05,10011,502553,12974,2627
2021-05,10012,148184,1058,530
2021-05,10013,213262,1585,0
2021-05,10014,250141,5078,1566
2021-05,10016,1168856,21482,9008
2021-05,10017,155125,3198,1612
2021-05,10018,176149,2929,1054
2021-05,10019,777150,20052,4742
2021-05,10021,443418,4744,1054
2021-05,10022,256737,6304,2642
2021-05,10023,540943,15297,2649
2021-05,10024,458422,7934,1588
2021-05,10025,1403548,37346,13222
2021-05,10026,819050,22121,3685
2021-05,10027,1286840,40097,12113
2021-05,10028,347308,7201,3721
2021-05,10029,2444240,83391,25919
2021-05,10030,891985,40565,6272
2021-05,10031,1101518,25783,7379
2021-05,10032,1439770,56262,8390
2021-05,10033,863841,32709,3677
2021-05,10034,679491,33755,8974
2021-05,10035,1292869,37408,18496
2021-05,10036,477427,8989,4771
2021-05,10037,647527,21619,5285
2021-05,10038,433249,8993,3188
2021-05,10039,806452,28659,6896
2021-05,10040,676164,26835,3709
2021-05,10044,113891,4218,2647
2021-05,10065,318183,4708,1047
2021-05,10069,54406,537,0
2021-05,10075,515458,11127,5288
2021-05,10128,506610,13660,3157
2021-05,10280,48010,2600,0
2021-05,10282,25376,2095,1569
2021-05,10301,938173,35893,5286
2021-05,10302,439706,16282,1041
2021-05,10303,610593,24739,1608
2021-05,10304,899998,34227,10560
2021-05,10305,702151,21622,6336
2021-05,10306,770871,34808,16280
2021-05,10307,171005,5366,2200
2021-05,10308,312490,12155,3681
2021-05,10309,421213,16888,8441
2021-05,10310,550254,20582,3169
2021-05,10312,760668,31665,19080
2021-05,10314,1048732,44745,16320
2021-05,10451,1743888,56362,7891
2021-05,10452,2020350,69559,7437
2021-05,10453,2156362,71693,9991
2021-05,10454,1264180,45501,9582
2021-05,10455,1284327,49151,11025
2021-05,10456,2870283,65435,14772
2021-05,10457,2644828,79995,16875
2021-05,10458,1967048,68182,11618
2021-05,10459,1373089,42113,9473
2021-05,10460,1673980,62406,17469
2021-05,10461,1049752,36886,3213
2021-05,10462,1578734,58733,9042
2021-05,10463,1023783,31186,9576
2021-05,10464,60936,2617,522
2021-05,10465,567284,26329,6384
2021-05,10466,1573819,53706,4818
2021-05,10467,2652055,92446,9960
2021-05,10468,1624329,64645,11017
2021-05,10469,1319179,41130,6367
2021-05,10470,229483,5238,546
2021-05,10471,239088,9506,2664
2021-05,10472,1616515,60589,8988
2021-05,10473,1380867,49538,10562
2021-05,10474,351900,9006,3186
2021-05,10475,678353,17914,5309
2021-05,11004,297340,10572,1060
2021-05,11101,733620,16917,4780
2021-05,11102,632164,16894,5300
2021-05,11103,407119,16879,4769
2021-05,11104,292919,13151,3145
2021-05,11105,401471,16875,6902
2021-05,11106,612235,14826,5283
2021-05,11109,21610,0,0
2021-05,11201,857209,23240,7333
2021-05,11203,1876429,60104,19493
2021-05,11204,746668,32737,10076
2021-05,11205,706523,16704,4232
2021-05,11206,1781587,61217,11143
2021-05,11207,2540070,86830,24704
2021-05,11208,2143906,91240,19552
2021-05,11209,802506,27404,6864
2021-05,11210,1000213,39736,13257
2021-05,11211,963176,31137,11608
2021-05,11212,2723235,95473,25383
2021-05,11213,1488710,64976,17990
2021-05,11214,1051965,57144,14811
2021-05,11215,619508,14778,1041
2021-05,11216,1044362,19557,4762
2021-05,11217,533357,12643,1595
2021-05,11218,902362,35852,7923
2021-05,11219,958425,35919,11088
2021-05,11220,1334659,54519,6866
2021-05,11221,1815621,71266,19056
2021-05,11222,329365,13040,1587
2021-05,11223,1020462,48516,13162
2021-05,11224,1006263,50130,16396
2021-05,11225,1031759,39711,10023
2021-05,11226,2010420,83750,22111
2021-05,11228,398925,23646,9951
2021-05,11229,991867,47096,16934
2021-05,11230,1027727,56589,17997
2021-05,11231,554704,21112,4211
2021-05,11232,408692,13221,2110
2021-05,11233,1784742,66496,12662
2021-05,11234,1314502,47137,12205
2021-05,11235,1359525,72063,20711
2021-05,11236,1905899,84183,29142
2021-05,11237,1072365,56268,10018
2021-05,11238,753481,32116,7938
2021-05,11239,338804,13229,5798
2021-05,11354,555453,42780,29608
2021-05,11355,848531,48107,23280
2021-05,11356,329016,23222,4766
2021-05,11357,260622,9485,4745
2021-05,11358,249465,8421,3691
2021-05,11360,89563,3123,2072
2021-05,11361,144185,8397,3667
2021-05,11362,64864,1070,0
2021-05,11363,23094,1050,0
2021-05,11364,175931,6881,1598
2021-05,11365,412884,18515,4194
2021-05,11366,118786,5775,2103
2021-05,11367,449675,22101,6832
2021-05,11368,2389054,134050,25340
2021-05,11369,689551,37357,7419
2021-05,11370,510827,24298,4733
2021-05,11372,981298,46930,10008
2021-05,11373,1573063,90061,20619
2021-05,11374,515404,28865,5813
2021-05,11375,652747,26391,7382
2021-05,11377,1147968,57416,13193
2021-05,11378,384026,16899,4818
2021-05,11379,330971,19034,7890
2021-05,11385,1421712,69017,14222
2021-05,11411,446973,9985,4229
2021-05,11412,558584,19963,6798
2021-05,11413,461331,10521,1048
2021-05,11414,209552,13166,6281
2021-05,11415,224566,8911,3154
2021-05,11416,406512,26947,6865
2021-05,11417,368115,14759,5240
2021-05,11418,631441,27429,6828
2021-05,11419,783236,25961,7957
2021-05,11420,713410,28128,8475
2021-05,11421,591016,33902,7953
2021-05,11422,313246,9466,2625
2021-05,11423,451238,25228,5806
2021-05,11426,158713,3166,1057
2021-05,11427,319776,7436,2653
2021-05,11428,236924,7877,2642
2021-05,11429,494959,23108,6869
2021-05,11432,1268381,55983,10097
2021-05,11433,825219,32190,8439
2021-05,11434,1158001,31592,6833
2021-05,11435,1057014,54902,14724
2021-05,11436,382293,13725,5298
2021-05,11691,1495929,61152,15312
2021-05,11692,439647,17869,7947
2021-05,11693,202571,4805,3224
2021-05,11694,257886,9966,1558
2021-05,11697,29376,525,0
2021-06,10000,488,0,0
2021-06,10001,602184,12554,1490
2021-06,10002,1106449,27310,5459
2021-06,10003,505470,7461,1492
2021-06,10004,45108,0,0
2021-06,10005,68852,1756,485
2021-06,10006,35323,1008,0
2021-06,10007,46690,985,0
2021-06,10009,999470,29215,8929
2021-06,10010,244951,8386,3454
2021-06,10011,469284,13909,3998
2021-06,10012,138471,1950,489
2021-06,10013,199937,3513,509
2021-06,10014,218576,5888,1490
2021-06,10016,1054729,21650,3462
2021-06,10017,170327,3441,482
2021-06,10018,175887,3440,988
2021-06,10019,740269,17381,5446
2021-06,10021,347618,6462,2994
2021-06,10022,246242,3468,0
2021-06,10023,521130,9397,3941
2021-06,10024,431698,9957,3991
2021-06,10025,1287256,29320,8997
2021-06,10026,788185,22859,4529
2021-06,10027,1273643,37260,9983
2021-06,10028,327337,8395,3455
2021-06,10029,2321096,58472,14913
2021-06,10030,832301,29704,4966
2021-06,10031,1042494,34766,4961
2021-06,10032,1328483,58093,6993
2021-06,10033,907327,38596,5505
2021-06,10034,711504,25308,1464
2021-06,10035,1266296,30270,10460
2021-06,10036,456679,8449,2954
2021-06,10037,624412,26238,5460
2021-06,10038,401051,8865,2977
2021-06,10039,728774,30228,2998
2021-06,10040,641064,26330,3003
2021-06,10044,107550,3995,993
2021-06,10065,244739,1977,1004
2021-06,10069,45130,994,0
2021-06,10075,431177,7551,1992
2021-06,10128,488975,15891,6419
2021-06,10280,44553,483,0
2021-06,10282,21816,0,0
2021-06,10301,895357,33624,4930
2021-06,10302,409941,18729,2478
2021-06,10303,607221,26790,5476
2021-06,10304,940114,29695,7974
2021-06,10305,681771,19634,8704
2021-06,10306,704459,25272,11887
2021-06,10307,174053,4446,2486
2021-06,10308,335198,13848,5939
2021-06,10309,440327,19288,6435
2021-06,10310,510695,16785,2009
2021-06,10312,725982,27310,14915
2021-06,10314,972246,33885,13020
2021-06,10451,1643034,49418,9927
2021-06,10452,1905613,59555,5979
2021-06,10453,2063369,70606,10503
2021-06,10454,1146092,48531,9450
2021-06,10455,1195817,45075,5004
2021-06,10456,2736460,83684,12453
2021-06,10457,2561543,62135,15960
2021-06,10458,1919611,63537,10464
2021-06,10459,1279490,39631,5946
2021-06,10460,1631302,56083,10994
2021-06,10461,1010921,32664,5782
2021-06,10462,1507918,56971,7971
2021-06,10463,1011702,24383,7928
2021-06,10464,59984,1490,495
2021-06,10465,512194,22895,3512
2021-06,10466,1540095,57016,4069
2021-06,10467,2475940,91953,9062
2021-06,10468,1561345,63381,6975
2021-06,10469,1248104,44322,6980
2021-06,10470,241286,5395,6
2021-06,10471,202803,4450,987
2021-06,10472,1543579,69803,12505
2021-06,10473,1255517,38082,5988
2021-06,10474,362798,9898,495
2021-06,10475,613770,16214,1811
2021-06,11004,298777,7956,1508
2021-06,11101,726019,12879,1979
2021-06,11102,619268,16332,4475
2021-06,11103,451694,11949,1998
2021-06,11104,264387,8968,1485
2021-06,11105,407083,9389,2974
2021-06,11106,582959,16902,5457
2021-06,11109,23309,494,0
2021-06,11201,842856,20331,3975
2021-06,11203,1720041,55004,8454
2021-06,11204,694064,27193,11385
2021-06,11205,675547,15391,2493
2021-06,11206,1756529,64807,9946
2021-06,11207,2387119,84286,21303
2021-06,11208,2102992,89256,15833
2021-06,11209,771291,28300,4905
2021-06,11210,887852,29285,11372
2021-06,11211,890925,32305,8961
2021-06,11212,2615992,86842,20337
2021-06,11213,1380654,36191,4989
2021-06,11214,995249,36774,11429
2021-06,11215,602726,15909,504
2021-06,11216,937076,25287,4462
2021-06,11217,506439,17335,1953
