year_month,zipcode,total_ed_visits,ili_pne_visits,ili_pne_admissions
2020-10,11377,1341186,64175,24324
2020-10,11378,462688,22890,8141
2020-10,11379,415512,16285,6649
2020-10,11385,1568799,45800,9598
2020-10,11411,484047,17069,3719
2020-10,11412,719215,20094,7350
2020-10,11413,595274,16288,3678
2020-10,11414,296794,14658,8050
2020-10,11415,249775,7420,1496
2020-10,11416,491942,26559,8096
2020-10,11417,439792,11754,5156
2020-10,11418,715916,26616,11823
2020-10,11419,884449,26567,15460
2020-10,11420,783647,35508,14057
2020-10,11421,697102,25159,7364
2020-10,11422,360661,7396,3681
2020-10,11423,561763,26606,8850
2020-10,11426,212810,9613,744
2020-10,11427,419067,15518,6659
2020-10,11428,314091,6675,1479
2020-10,11429,597909,19298,5206
2020-10,11432,1478613,47304,21479
2020-10,11433,863230,30298,9591
2020-10,11434,1472130,32573,8133
2020-10,11435,1315857,38993,17653
2020-10,11436,411903,7403,2945
2020-10,11691,1584003,63683,23609
2020-10,11692,539862,14817,1492
2020-10,11693,250500,4422,0
2020-10,11694,374422,14841,5917
2020-10,11697,34657,0,0
2020-11,10001,825332,25823,12031
2020-11,10002,1424158,43861,19869
2020-11,10003,727507,21475,8276
2020-11,10004,41103,3559,702
2020-11,10005,69978,3537,701
2020-11,10006,29639,719,719
2020-11,10007,91315,2107,696
2020-11,10009,1346180,44002,9925
2020-11,10010,356529,12705,4247
2020-11,10011,861916,34607,9966
2020-11,10012,187771,6339,722
2020-11,10013,350525,10649,4270
2020-11,10014,587172,10629,4223
2020-11,10016,1619011,45205,14141
2020-11,10017,172853,7804,3564
2020-11,10018,204885,9005,4234
2020-11,10019,1087204,34567,11276
2020-11,10021,488758,21981,10708
2020-11,10022,285735,12078,6372
2020-11,10023,634293,24037,9180
2020-11,10024,587427,20980,9881
2020-11,10025,1647839,61501,26895
2020-11,10026,936362,37461,6390
2020-11,10027,1587406,55266,16978
2020-11,10028,364482,12749,3547
2020-11,10029,2845818,81399,26178
2020-11,10030,1005509,41029,8475
2020-11,10031,1311306,53101,14746
2020-11,10032,1618977,85557,13490
2020-11,10033,1058786,71974,16039
2020-11,10034,800693,41709,8452
2020-11,10035,1666776,36108,12802
2020-11,10036,533861,18451,11311
2020-11,10037,753846,27615,6350
2020-11,10038,484401,15543,4918
2020-11,10039,917371,33246,4969
2020-11,10040,760854,41614,9873
2020-11,10044,117775,6405,1421
2020-11,10065,315001,7813,2856
2020-11,10069,53884,4231,1419
2020-11,10075,542491,12299,5664
2020-11,10128,611135,23315,7077
2020-11,10280,50363,1422,0
2020-11,10282,29025,0,0
2020-11,10301,1124128,70795,24054
2020-11,10302,474864,24045,4979
2020-11,10303,694514,38732,12635
2020-11,10304,1072354,72783,28334
2020-11,10305,759002,54420,16303
2020-11,10306,904110,83975,51444
2020-11,10307,205368,22422,7104
2020-11,10308,371678,43371,21436
2020-11,10309,500524,46434,20279
2020-11,10310,673666,45149,13435
2020-11,10312,775420,63359,23086
2020-11,10314,1229269,89499,43691
2020-11,10451,1938584,65719,22596
2020-11,10452,2509976,71585,13481
2020-11,10453,2715031,103335,21250
2020-11,10454,1456869,54553,16990
2020-11,10455,1440825,44536,7089
2020-11,10456,3514340,92758,23328
2020-11,10457,3503820,103926,31790
2020-11,10458,2426507,89204,20634
2020-11,10459,1603409,61577,21946
2020-11,10460,1884577,65083,23327
2020-11,10461,1155780,47253,14829
2020-11,10462,1861449,93444,31841
2020-11,10463,1253931,54428,14194
2020-11,10464,77155,4252,699
2020-11,10465,610851,21860,4210
2020-11,10466,1803566,62925,16200
2020-11,10467,3100426,141678,31850
2020-11,10468,1955612,81389,14855
2020-11,10469,1528027,61622,21980
2020-11,10470,273173,15536,3534
2020-11,10471,290586,14662,3338
2020-11,10472,1802027,69332,21953
2020-11,10473,1473807,81585,31275
2020-11,10474,405899,13430,4969
2020-11,10475,707959,24832,4965
2020-11,11004,361332,21861,6361
2020-11,11101,859838,28860,4961
2020-11,11102,856649,57723,7058
2020-11,11103,515742,25478,10621
2020-11,11104,294864,13512,4272
2020-11,11105,524987,43758,7732
2020-11,11106,718779,51525,14169
2020-11,11109,35464,714,0
2020-11,11201,1102956,35330,5691
2020-11,11203,2026834,67099,28918
2020-11,11204,813064,46006,14908
2020-11,11205,876965,32359,6332
2020-11,11206,2106323,67048,12746
2020-11,11207,2841618,100109,30176
2020-11,11208,2484768,119722,45770
2020-11,11209,905471,45882,21203
2020-11,11210,1051993,36200,16354
2020-11,11211,1103560,55846,21855
2020-11,11212,3021622,97421,35971
2020-11,11213,1682712,55573,18192
2020-11,11214,1110829,56699,30452
2020-11,11215,743770,19743,2116
2020-11,11216,1184330,35222,7776
2020-11,11217,680695,20191,4277
2020-11,11218,992839,41123,16341
2020-11,11219,1095081,55958,28371
2020-11,11220,1490153,75658,27585
2020-11,11221,1924147,71207,14676
2020-11,11222,386607,13333,2090
2020-11,11223,1140090,49461,27602
2020-11,11224,1117486,58772,32598
2020-11,11225,1126393,31820,4215
2020-11,11226,2226202,76437,21886
2020-11,11228,437009,16298,9176
2020-11,11229,1082863,52947,21910
2020-11,11230,1167557,58763,34625
2020-11,11231,579449,24825,4994
2020-11,11232,456237,24714,2823
2020-11,11233,2028217,67565,14077
2020-11,11234,1423087,55922,22661
2020-11,11235,1480895,71435,31887
2020-11,11236,2104257,57965,21227
2020-11,11237,1047958,43264,11829
2020-11,11238,895705,31876,9212
2020-11,11239,392861,13523,5696
2020-11,11354,624280,43897,31877
2020-11,11355,877436,51652,26865
2020-11,11356,313437,22634,9902
2020-11,11357,307448,21980,15570
2020-11,11358,276735,26180,8505
2020-11,11360,94302,4993,4276
2020-11,11361,150234,12013,6362
2020-11,11362,77233,7033,2806
2020-11,11363,16308,0,0
2020-11,11364,161432,11300,3540
2020-11,11365,469113,23144,7107
2020-11,11366,133145,8469,4942
2020-11,11367,490116,26161,9939
2020-11,11368,2409916,116505,26854
2020-11,11369,778275,46757,13510
2020-11,11370,523234,19088,6360
2020-11,11372,1008906,61241,23378
2020-11,11373,1635234,96970,32575
2020-11,11374,565220,33240,11987
2020-11,11375,723797,43199,18437
2020-11,11377,1339217,78201,25415
2020-11,11378,379194,20426,4948
2020-11,11379,373852,23304,9143
2020-11,11385,1480434,64493,17614
2020-11,11411,456013,19087,2813
2020-11,11412,641990,24047,7764
2020-11,11413,501136,16243,4226
2020-11,11414,242172,18975,9847
2020-11,11415,229598,12668,6361
2020-11,11416,439691,21117,6286
2020-11,11417,447667,33858,11984
2020-11,11418,647241,36148,13436
2020-11,11419,831962,43182,15529
2020-11,11420,732613,32549,13460
2020-11,11421,653007,34561,11350
2020-11,11422,329552,11994,707
2020-11,11423,524228,27518,9881
2020-11,11426,156406,6388,1400
2020-11,11427,394622,17064,7095
2020-11,11428,271465,12738,7777
2020-11,11429,504517,29024,10553
2020-11,11432,1417168,81250,29655
2020-11,11433,821301,34626,14135
2020-11,11434,1316526,47965,18316
2020-11,11435,1122064,48076,20534
2020-11,11436,386714,15319,5643
2020-11,11691,1516068,70025,17663
2020-11,11692,487426,19838,7784
2020-11,11693,210437,4952,695
2020-11,11694,280476,11361,5687
2020-11,11697,33169,2122,713
2020-12,10000,679,0,0
2020-12,10001,883211,30367,13551
2020-12,10002,1423483,109891,54226
2020-12,10003,773246,27751,5398
2020-12,10004,47386,2723,2048
2020-12,10005,61729,2698,0
2020-12,10006,27814,683,0
2020-12,10007,75391,2744,0
2020-12,10009,1328267,71925,30392
2020-12,10010,375400,16010,9468
2020-12,10011,864405,35663,12167
2020-12,10012,193540,11310,4073
2020-12,10013,312129,18317,8797
2020-12,10014,656891,10485,2027
2020-12,10016,1618276,54552,22979
2020-12,10017,186896,10198,6134
2020-12,10018,219719,3404,2051
2020-12,10019,1040020,42020,12896
2020-12,10021,720426,29865,15603
2020-12,10022,307884,18331,8151
2020-12,10023,646713,27132,8170
2020-12,10024,568517,27696,14889
2020-12,10025,1642730,64986,34495
2020-12,10026,920437,39989,10819
2020-12,10027,1497133,68562,20363
2020-12,10028,499172,20290,9422
2020-12,10029,2666219,121052,43160
2020-12,10030,996045,39881,12171
2020-12,10031,1229704,78435,23699
2020-12,10032,1542380,106903,21636
2020-12,10033,965486,62227,14840
2020-12,10034,764250,38502,11529
2020-12,10035,1597932,61021,26388
2020-12,10036,579663,23015,8095
2020-12,10037,760969,43487,15655
2020-12,10038,552892,23652,4712
2020-12,10039,814990,46709,10840
2020-12,10040,652020,45522,13572
2020-12,10044,131048,10844,3391
2020-12,10065,419363,12801,4753
2020-12,10069,55749,3421,1380
2020-12,10075,737673,20951,9399
2020-12,10128,702179,41970,20970
2020-12,10280,61729,6091,691
2020-12,10282,30608,1348,670
2020-12,10301,1022032,93513,38746
2020-12,10302,407799,44732,19697
2020-12,10303,646973,55594,16294
2020-12,10304,956478,96281,49530
2020-12,10305,808010,91986,39278
2020-12,10306,928148,111241,54059
2020-12,10307,167167,15397,8614
2020-12,10308,359809,52254,17021
2020-12,10309,479751,65574,28111
2020-12,10310,626291,63671,23728
2020-12,10312,790773,105278,53925
2020-12,10314,1227955,182877,93661
2020-12,10451,1780209,79174,23015
2020-12,10452,2381063,110367,26445
2020-12,10453,2439321,105490,24420
2020-12,10454,1321998,55426,22279
2020-12,10455,1314594,80733,20401
2020-12,10456,3262588,135274,37486
2020-12,10457,3242789,105760,36701
2020-12,10458,2225328,129248,46704
2020-12,10459,1510106,56100,15646
2020-12,10460,1835885,109080,36549
2020-12,10461,1203104,77280,26407
2020-12,10462,1723484,103746,33248
2020-12,10463,1175635,73653,25127
2020-12,10464,84303,2032,663
2020-12,10465,585277,47340,19573
2020-12,10466,1804154,96253,22342
2020-12,10467,2904900,161069,37909
2020-12,10468,1876448,115056,26415
2020-12,10469,1464997,82540,27780
2020-12,10470,298480,27760,8802
2020-12,10471,251796,12143,6061
2020-12,10472,1741877,121246,43534
2020-12,10473,1499164,87266,35107
2020-12,10474,450295,16129,4048
2020-12,10475,679401,39796,17477
2020-12,11004,351002,42009,14254
2020-12,11101,825662,54029,14249
2020-12,11102,910732,87542,18933
2020-12,11103,523252,52513,9496
2020-12,11104,329376,28883,15588
2020-12,11105,565221,55877,14851
2020-12,11106,794380,82104,14174
2020-12,11109,25813,669,0
2020-12,11201,1023392,47233,14213
2020-12,11203,1995851,101228,31790
2020-12,11204,810929,83728,33147
2020-12,11205,862955,51449,13519
2020-12,11206,2052917,112835,35213
2020-12,11207,2580556,132733,52102
2020-12,11208,2336769,179482,66385
2020-12,11209,923771,94694,45945
2020-12,11210,1057393,68229,27782
2020-12,11211,1084809,71081,29163
2020-12,11212,2897676,132595,52840
2020-12,11213,1659170,71678,27068
2020-12,11214,1136884,114894,60142
2020-12,11215,673451,31156,5421
2020-12,11216,1177208,34507,10167
2020-12,11217,638032,35216,6104
2020-12,11218,1014025,89399,38005
2020-12,11219,1133997,114722,41269
2020-12,11220,1450416,114810,49331
2020-12,11221,2014656,98374,32007
2020-12,11222,398651,22295,9429
2020-12,11223,1189407,117731,58915
2020-12,11224,1159456,85017,38459
2020-12,11225,1063583,52530,10164
2020-12,11226,2167820,111318,35585
2020-12,11228,467915,53453,23742
2020-12,11229,1190845,137701,57393
2020-12,11230,1234677,152808,63026
2020-12,11231,560136,37902,7421
2020-12,11232,435110,22300,8137
2020-12,11233,2047932,97979,17595
2020-12,11234,1458015,117591,56106
2020-12,11235,1607902,184589,89182
2020-12,11236,1956562,108044,43285
2020-12,11237,1013666,66479,19807
2020-12,11238,801352,39124,8776
2020-12,11239,384611,29112,14862
2020-12,11354,602044,71892,48226
2020-12,11355,893092,117577,73585
2020-12,11356,293602,23607,7382
2020-12,11357,296837,30392,15554
2020-12,11358,274448,27809,14239
2020-12,11360,105740,8846,6800
2020-12,11361,176228,14902,6124
2020-12,11362,65060,7435,3390
2020-12,11363,15609,4069,2706
2020-12,11364,169628,16883,8106
2020-12,11365,456173,35117,13522
2020-12,11366,161779,14952,6808
2020-12,11367,494133,43230,21625
2020-12,11368,2379706,165209,53497
2020-12,11369,781459,79934,31293
2020-12,11370,576201,45325,13616
2020-12,11372,1006074,81251,27865
2020-12,11373,1630609,136289,54847
2020-12,11374,592887,62760,18902
2020-12,11375,699378,62939,20304
2020-12,11377,1388367,155750,56173
2020-12,11378,456310,50717,16219
2020-12,11379,364790,35188,10148
2020-12,11385,1430043,106945,37280
2020-12,11411,470206,25704,6733
2020-12,11412,606688,32421,10165
2020-12,11413,455388,24418,6158
2020-12,11414,256333,30363,14801
2020-12,11415,209200,14883,6084
2020-12,11416,428403,52752,20948
2020-12,11417,445034,52726,21647
2020-12,11418,712932,62361,26420
2020-12,11419,816786,91777,45120
2020-12,11420,756762,81648,26381
2020-12,11421,659044,63021,23095
2020-12,11422,377926,18919,6094
2020-12,11423,553915,45521,23783
2020-12,11426,207452,20291,7445
2020-12,11427,403244,20217,6772
2020-12,11428,314253,16941,4761
2020-12,11429,553615,31809,6749
2020-12,11432,1368698,117785,48780
2020-12,11433,831788,48683,14863
2020-12,11434,1305412,83297,33845
2020-12,11435,1104260,73643,30477
2020-12,11436,370773,34508,14954
2020-12,11691,1481747,79858,31138
2020-12,11692,440540,25690,5428
2020-12,11693,218353,11488,4722
2020-12,11694,333450,22143,10131
2020-12,11697,35963,4032,2043
2021-01,10001,785272,31864,7112
2021-01,10002,1405986,114351,52457
2021-01,10003,751383,34712,12255
2021-01,10004,51874,3233,1289
2021-01,10005,61915,1294,0
2021-01,10006,26507,1952,0
2021-01,10007,64122,2583,642
2021-01,10009,1358332,81002,38354
2021-01,10010,412395,31471,15488
2021-01,10011,884087,29510,16116
2021-01,10012,210074,15846,7668
2021-01,10013,306957,17019,7768
2021-01,10014,601180,14903,5166
2021-01,10016,1616248,77782,27270
2021-01,10017,199274,14282,5806
2021-01,10018,214258,8401,0
2021-01,10019,1001604,52881,22016
2021-01,10021,832917,27798,11581
2021-01,10022,328376,18824,9756
2021-01,10023,693318,53661,29140
2021-01,10024,535805,35602,18139
2021-01,10025,1654315,90438,34205
2021-01,10026,883750,54241,19359
2021-01,10027,1492636,112957,32333
2021-01,10028,560906,29095,13551
2021-01,10029,2760549,157330,59115
2021-01,10030,966960,60778,10311
2021-01,10031,1279228,74873,20630
2021-01,10032,1566525,112507,29151
2021-01,10033,1016657,76931,22615
2021-01,10034,780756,76897,25921
2021-01,10035,1567460,68007,25891
2021-01,10036,538339,19374,7088
2021-01,10037,779433,49730,18791
2021-01,10038,533672,40641,18658
2021-01,10039,858438,61469,14903
2021-01,10040,725635,61323,20066
2021-01,10044,110313,9747,4548
2021-01,10065,402580,16176,3218
2021-01,10069,56916,4509,639
2021-01,10075,751083,27292,13619
2021-01,10128,650482,39967,14773
2021-01,10280,57355,8389,3903
2021-01,10282,29532,1943,1303
2021-01,10301,965776,93116,36916
2021-01,10302,428540,42094,16164
2021-01,10303,669396,64711,20760
2021-01,10304,1037627,103414,42043
2021-01,10305,772835,103496,43324
2021-01,10306,913278,121755,59432
2021-01,10307,196809,39799,17903
2021-01,10308,354332,52188,25985
2021-01,10309,513120,72977,25333
2021-01,10310,593352,51728,13578
2021-01,10312,814147,138716,71964
2021-01,10314,1208203,189828,91378
2021-01,10451,1881659,113166,31654
2021-01,10452,2345227,129462,29848
2021-01,10453,2489317,147159,34110
2021-01,10454,1375104,95096,37483
2021-01,10455,1449934,102169,35593
2021-01,10456,3224836,160528,47990
2021-01,10457,3164458,157539,65171
2021-01,10458,2232258,171289,53783
2021-01,10459,1603599,105296,38081
2021-01,10460,1858360,137165,62813
2021-01,10461,1224167,126722,44085
2021-01,10462,1809218,177359,59490
2021-01,10463,1173593,119332,45871
2021-01,10464,66040,8432,3878
2021-01,10465,613538,66644,30413
2021-01,10466,1821871,161962,44715
2021-01,10467,3075050,306855,97019
2021-01,10468,1839817,146685,50466
2021-01,10469,1530180,135144,48584
2021-01,10470,283890,22656,8445
2021-01,10471,246326,14957,7168
2021-01,10472,1829381,164178,54449
2021-01,10473,1566634,135914,56968
2021-01,10474,458673,23291,7099
2021-01,10475,665186,76909,40119
2021-01,11004,363438,36203,11039
2021-01,11101,835414,54978,12287
2021-01,11102,901960,87448,14905
2021-01,11103,512268,55165,14929
2021-01,11104,306739,15506,3243
2021-01,11105,486789,51146,17488
2021-01,11106,751092,76863,16153
2021-01,11109,38721,5159,1922
2021-01,11201,994596,57960,16869
2021-01,11203,2047882,127925,39429
2021-01,11204,882868,136859,52017
2021-01,11205,841193,53656,13538
2021-01,11206,2034421,129957,40046
2021-01,11207,2601365,181017,63376
2021-01,11208,2281215,199617,76830
2021-01,11209,865157,104596,46561
2021-01,11210,1060324,134953,33573
2021-01,11211,1063597,71871,31742
2021-01,11212,2927689,187867,62664
2021-01,11213,1647098,107181,34267
2021-01,11214,1196324,164189,74455
2021-01,11215,713491,49749,3887
2021-01,11216,1181428,68727,12299
2021-01,11217,593897,32040,5814
2021-01,11218,1039803,109839,36799
2021-01,11219,1150146,133003,49280
2021-01,11220,1488967,195916,84758
2021-01,11221,1935675,127339,36841
2021-01,11222,455695,39484,17433
2021-01,11223,1261436,199003,53690
2021-01,11224,1234344,169008,66446
2021-01,11225,1089349,74940,23244
2021-01,11226,2188094,158060,60549
2021-01,11228,447314,66659,29760
2021-01,11229,1263595,228351,78370
2021-01,11230,1316367,251939,64088
2021-01,11231,536874,42011,9733
2021-01,11232,474718,55038,18135
2021-01,11233,1955302,119174,26440
2021-01,11234,1448602,141121,42847
2021-01,11235,1760100,334941,124298
2021-01,11236,1978651,132427,50425
2021-01,11237,1092892,84203,25299
2021-01,11238,767992,58045,14817
2021-01,11239,403841,51740,28415
2021-01,11354,642782,92631,69281
2021-01,11355,879217,155892,98466
2021-01,11356,324710,37508,15541
2021-01,11357,284077,30471,18842
2021-01,11358,273091,36844,24567
2021-01,11360,84467,17375,12859
2021-01,11361,158514,23994,12977
2021-01,11362,69886,7126,1299
2021-01,11363,27213,5161,0
2021-01,11364,145559,16144,10302
2021-01,11365,439561,46938,21322
2021-01,11366,137951,18124,7089
2021-01,11367,489732,55446,21917
2021-01,11368,2304414,193451,62691
2021-01,11369,679851,56375,16150
2021-01,11370,533292,50485,20132
2021-01,11372,1054155,97004,39518
2021-01,11373,1603061,182773,68612
2021-01,11374,668090,86613,29115
2021-01,11375,725892,84869,31152
2021-01,11377,1327891,153820,51072
2021-01,11378,443875,38733,14797
2021-01,11379,396298,49877,24010
2021-01,11385,1447406,157075,55609
2021-01,11411,462361,33693,10370
2021-01,11412,625686,41429,16178
2021-01,11413,496060,33732,10397
2021-01,11414,255554,27939,14910
2021-01,11415,219334,19453,8429
2021-01,11416,481227,60768,22691
2021-01,11417,469951,58454,26005
2021-01,11418,691703,84738,25173
2021-01,11419,857710,117916,46016
2021-01,11420,729468,98077,45755
2021-01,11421,685359,77025,27874
2021-01,11422,331706,28537,10349
2021-01,11423,480048,40680,14189
2021-01,11426,164387,18076,6469
2021-01,11427,390646,33693,13637
2021-01,11428,293179,25331,11079
2021-01,11429,525963,33099,11619
2021-01,11432,1409059,140320,65261
2021-01,11433,839811,65209,29040
2021-01,11434,1323562,86107,36207
2021-01,11435,1143530,121676,45282
2021-01,11436,381251,33096,14285
2021-01,11691,1489126,103740,35642
2021-01,11692,474427,29804,7775
2021-01,11693,194518,17434,5161
2021-01,11694,282902,31101,12970
2021-01,11697,31568,640,0
2021-02,10000,614,0,0
2021-02,10001,715327,32937,9301
2021-02,10002,1245801,105816,51107
2021-02,10003,600886,21408,5529
2021-02,10004,39588,4327,1881
2021-02,10005,50790,3703,0
2021-02,10006,17885,1846,0
2021-02,10007,51875,1245,1245
2021-02,10009,1130697,65767,28921
2021-02,10010,296041,14864,9906
2021-02,10011,698173,40392,13594
2021-02,10012,160690,12537,5558
2021-02,10013,265780,20127,10496
2021-02,10014,479637,14639,4319
2021-02,10016,1345569,47508,14152
2021-02,10017,180299,8042,3717
2021-02,10018,170080,9913,1857
2021-02,10019,798939,37055,16668
2021-02,10021,615561,27521,11064
2021-02,10022,252889,16107,5542
2021-02,10023,569839,39407,16665
2021-02,10024,491156,30224,16051
2021-02,10025,1411825,91207,40662
2021-02,10026,773740,54289,20961
2021-02,10027,1253280,78122,29053
2021-02,10028,418280,17638,8638
2021-02,10029,2468542,132287,50705
2021-02,10030,842043,54986,19164
2021-02,10031,1085479,83140,28946
2021-02,10032,1400326,96252,27835
2021-02,10033,861231,77541,21552
2021-02,10034,652750,44464,13004
2021-02,10035,1350086,62400,27774
2021-02,10036,485835,22159,8659
2021-02,10037,630969,33396,10494
2021-02,10038,442172,13590,7424
2021-02,10039,778028,46419,12951
2021-02,10040,654199,61613,22845
2021-02,10044,99297,4945,2468
2021-02,10065,323431,11772,4334
2021-02,10069,42044,1242,614
2021-02,10075,653541,19412,7439
2021-02,10128,546133,29060,9916
2021-02,10280,42485,2492,1865
2021-02,10282,20971,625,0
2021-02,10301,842266,70382,19789
2021-02,10302,374632,32138,11145
2021-02,10303,610199,39865,10474
2021-02,10304,844112,74084,25337
2021-02,10305,684978,69589,32763
2021-02,10306,761995,82632,36273
2021-02,10307,152346,10445,4323
2021-02,10308,332102,43728,24158
2021-02,10309,407041,40043,16726
2021-02,10310,515053,32511,11583
2021-02,10312,662061,72026,31979
2021-02,10314,1052086,119866,54313
2021-02,10451,1605498,92594,37660
2021-02,10452,2047038,105489,30214
2021-02,10453,2348323,128437,37719
2021-02,10454,1189744,82890,31482
2021-02,10455,1321139,98901,45766
2021-02,10456,2952772,136433,51352
2021-02,10457,2801833,184859,86413
2021-02,10458,2031382,161289,89474
2021-02,10459,1315013,81656,41420
2021-02,10460,1557665,129761,67956
2021-02,10461,1137729,115262,67099
2021-02,10462,1645981,189221,99052
2021-02,10463,1036221,81917,34385
2021-02,10464,73488,6209,3723
2021-02,10465,580797,66113,41351
2021-02,10466,1668155,147366,84781
2021-02,10467,2611553,226735,110497
2021-02,10468,1708674,137123,66018
2021-02,10469,1302587,103060,59757
2021-02,10470,234095,17299,9280
2021-02,10471,260754,20404,11742
2021-02,10472,1623187,159644,92876
2021-02,10473,1319621,106646,67315
2021-02,10474,384379,17983,9284
2021-02,10475,658371,66137,51296
2021-02,11004,266888,25306,6181
2021-02,11101,713696,38618,14161
2021-02,11102,695292,48171,17220
2021-02,11103,434120,26605,9915
2021-02,11104,280748,25302,9241
2021-02,11105,375673,22140,7330
2021-02,11106,564873,46915,17305
2021-02,11109,22824,622,0
2021-02,11201,858523,50540,10453
2021-02,11203,1760412,95112,40138
2021-02,11204,767331,122838,40081
2021-02,11205,727038,54262,20950
2021-02,11206,1814883,118032,50764
2021-02,11207,2368618,147320,43306
2021-02,11208,1960976,166953,64718
2021-02,11209,738395,72969,33356
2021-02,11210,930891,106797,35199
2021-02,11211,953582,73173,31522
2021-02,11212,2509970,135434,51265
2021-02,11213,1380287,100822,29552
2021-02,11214,1021395,136778,62896
2021-02,11215,578262,37563,2487
2021-02,11216,1040644,59186,13656
2021-02,11217,511550,39055,9228
2021-02,11218,923473,92580,32182
2021-02,11219,964894,102586,36255
2021-02,11220,1328074,113716,50757
2021-02,11221,1723853,91434,24759
2021-02,11222,397578,27815,12356
2021-02,11223,1059048,154006,43204
2021-02,11224,1144836,162985,58670
2021-02,11225,990266,55420,17245
2021-02,11226,1910462,136426,56107
2021-02,11228,376175,47120,23639
2021-02,11229,1135638,202370,60991
2021-02,11230,1175131,203341,59969
2021-02,11231,472106,24678,5510
2021-02,11232,388415,33283,12325
2021-02,11233,1753173,88059,26647
2021-02,11234,1267443,121365,39085
2021-02,11235,1630969,299366,103982
2021-02,11236,1704508,106712,43219
2021-02,11237,948544,69826,19725
2021-02,11238,678372,40754,11127
2021-02,11239,338972,30263,13594
2021-02,11354,568945,79622,53733
2021-02,11355,881612,153246,96398
2021-02,11356,277476,31317,9236
2021-02,11357,246405,30135,18489
2021-02,11358,273019,26436,14103
2021-02,11360,86970,13605,7428
2021-02,11361,122348,9344,6854
2021-02,11362,64773,4330,1225
2021-02,11363,21575,626,626
2021-02,11364,154614,15247,6815
2021-02,11365,407597,35247,16660
2021-02,11366,117854,7402,1859
2021-02,11367,402635,43878,20316
2021-02,11368,2104018,155761,51362
2021-02,11369,622563,53104,27822
2021-02,11370,510888,29717,12371
2021-02,11372,889201,65002,21673
2021-02,11373,1479678,135902,56226
2021-02,11374,478489,55663,22218
2021-02,11375,662248,74211,37103
2021-02,11377,1190872,122929,46907
2021-02,11378,391247,35678,14194
2021-02,11379,332247,35001,15374
2021-02,11385,1358000,111862,41420
2021-02,11411,377275,23499,8047
2021-02,11412,517753,24757,8046
2021-02,11413,430118,24709,8038
2021-02,11414,221206,17305,12372
2021-02,11415,206793,15544,8690
2021-02,11416,400563,33863,16608
2021-02,11417,367415,41089,19198
2021-02,11418,598004,59858,22779
2021-02,11419,756648,91845,37709
2021-02,11420,637300,69337,27848
2021-02,11421,579755,53077,25259
2021-02,11422,296261,17882,6157
2021-02,11423,423032,24141,5552
2021-02,11426,131376,9857,3070
2021-02,11427,321312,25990,13603
2021-02,11428,257285,17928,3706
2021-02,11429,458410,33828,8668
2021-02,11432,1275128,76060,35858
2021-02,11433,695723,39635,16059
2021-02,11434,1085507,68116,29047
2021-02,11435,1002447,101426,40781
2021-02,11436,324637,28973,14194
2021-02,11691,1349995,119296,47101
2021-02,11692,401320,17907,3723
2021-02,11693,174144,7430,2455
2021-02,11694,231704,15399,6795
2021-02,11697,21092,2491,1871
2021-03,10001,705420,30381,7638
2021-03,10002,1306509,96432,49841
2021-03,10003,686122,29200,10002
2021-03,10004,42383,1175,0
2021-03,10005,54085,2950,594
2021-03,10006,24604,1776,0
2021-03,10007,59941,2929,1757
2021-03,10009,1258849,76836,31706
2021-03,10010,355915,17059,7037
2021-03,10011,717533,30173,10593
2021-03,10012,185381,12500,4679
2021-03,10013,269644,10978,4740
2021-03,10014,485291,15087,4127
2021-03,10016,1488206,54480,18821
2021-03,10017,208654,9793,4152
2021-03,10018,197880,7619,3517
2021-03,10019,896358,37591,19377
2021-03,10021,648144,19466,7098
2021-03,10022,300270,14676,4714
2021-03,10023,573197,28838,11838
2021-03,10024,556413,21065,8180
2021-03,10025,1546918,84165,32425
2021-03,10026,861135,58871,16500
2021-03,10027,1464217,93292,29406
2021-03,10028,462536,16299,7045
2021-03,10029,2717206,156481,53606
2021-03,10030,924168,51586,15365
2021-03,10031,1265561,84026,23639
2021-03,10032,1479574,82126,15295
2021-03,10033,953148,64584,14788
2021-03,10034,776419,59416,11733
2021-03,10035,1568755,78192,24706
2021-03,10036,568295,21562,8799
2021-03,10037,709720,32855,10667
2021-03,10038,510476,20550,8230
2021-03,10039,839160,54019,14171
2021-03,10040,792778,55286,15924
2021-03,10044,109627,4709,2348
2021-03,10065,382109,8848,3546
2021-03,10069,55246,2972,1785
2021-03,10075,684759,22654,4717
2021-03,10128,634429,22390,8853
2021-03,10280,45280,2938,579
2021-03,10282,26587,1184,0
2021-03,10301,1037119,77112,11753
2021-03,10302,428199,34569,7074
2021-03,10303,687576,47556,11210
2021-03,10304,1018411,83336,25814
2021-03,10305,775163,74993,27669
2021-03,10306,853541,89332,37630
2021-03,10307,187569,22770,12260
2021-03,10308,350859,43354,14045
2021-03,10309,485987,58491,18183
2021-03,10310,609394,59630,9919
2021-03,10312,784166,97157,34446
2021-03,10314,1165668,127492,48269
2021-03,10451,1809219,92763,28077
2021-03,10452,2356658,97627,25487
2021-03,10453,2392487,111517,30102
2021-03,10454,1384246,78009,23478
2021-03,10455,1349968,81360,32124
2021-03,10456,3288748,150088,40532
2021-03,10457,3025043,151132,48458
2021-03,10458,2269552,152161,39549
2021-03,10459,1428908,69802,25272
2021-03,10460,1868552,119280,44433
2021-03,10461,1141101,87297,29929
